"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071887","leukocyte apoptotic process","40/3451","132/23210",4.79832949759181e-06,9.65136307740372e-05,6.04459543087684e-05,"Myc/Slc7a11/Nr4a3/Bcl10/Irs2/Mir19a/Anxa1/Il6/Wnt5a/Ripk1/Adam17/Mir18/P2rx7/Ceacam1/St6gal1/Cxcl12/Cxcr2/Lgals3/Hcar2/Arg2/Gimap8/Mir20a/Rorc/Siglec1/Sirt1/Fnip1/Fasl/Cd44/Hif1a/Fcmr/Mef2c/Itpkb/Fas/Ada/Cd3g/Tcp1/Pik3cd/Gas6/Trp53/Il7r",40
"GO:0032102","negative regulation of response to external stimulus","81/3451","336/23210",4.85611060739213e-06,9.73587110410597e-05,6.09752234161267e-05,"Cdkn1a/Thbs1/Serpine1/Trib1/Tnfaip3/Socs3/Ptger4/Ffar4/Gja1/Ptpn2/Il1r2/Muc19/Zfp36/Abcd2/Tnfaip6/Snai2/Fgl2/Wnt5a/Hmgcr/Zc3h12a/Ier3/Foxf1/Angpt2/Ceacam1/Thbd/Nploc4/Appl2/St6gal1/Cd34/Mill2/Rtn4/Ptgis/Crk/Arg2/Nr1d2/Wnt3a/Slit2/Nlrp3/Nrp1/Sema3g/Siglece/Dusp1/Robo1/Dhx58/Cd44/Nt5e/Nr1d1/Sema4c/Ldlr/Cst7/Sema4f/Cx3cl1/Nlrp12/Smad3/Socs5/Adipoq/Dvl1/Ubash3b/Robo2/Cd276/Ada/Havcr2/Rgma/Ccl12/Adcy7/Spn/Calcrl/Cx3cr1/Igf1/Rnf26/Tspan8/Tff2/Ptprs/Acp5/Cd200r1/Hc/Sema3c/Siglecg/Fgf2/Sema7a/Aoah",81
"GO:0014897","striated muscle hypertrophy","34/3451","105/23210",4.87631519750931e-06,9.74473991735274e-05,6.1030768304034e-05,"Nr4a3/Gata5/Errfi1/Adrb1/Rock2/Map2k4/Adra1a/Fbxo32/P2rx4/Ctdp1/Lmna/Sirt1/Edn1/Pde5a/Tiam1/Pdlim5/Camk2d/Ar/Mef2c/Igfbp5/Col14a1/Smad3/Kdm4a/Hey2/Nr3c1/Rgs4/Rgs2/Klf15/Atp2b4/Igf1/Myh7/Atp2a2/Lmcd1/Pde9a",34
"GO:0003002","regionalization","88/3451","373/23210",4.90198258529677e-06,9.76443305297018e-05,6.11541053255699e-05,"Meox2/Ddit3/Nr2f2/Gata5/Srf/Ptch1/Senp2/Hey1/Egr2/Wdr19/Lrp4/Fzd5/Wnt5a/Fuz/Ets2/Rnf2/Fgfr4/Foxf1/Dnaaf1/Smad6/Btg2/Grem2/Ift172/Gli2/Tbx3/Arc/Wnt2/Tgif1/Hhip/Tgfbr1/Hoxa5/Ifitm1/Wnt3a/Atm/Invs/Lfng/Prkdc/Nrp1/Fgfr2/Dll4/Bmp2/Robo1/Atp6ap2/Hes1/Ift52/Lrp2/Edn1/Bhlhe41/Tbc1d32/Gdnf/Ascl1/Ar/Gli1/Mef2c/Arl13b/Plxna2/Axin1/Smad3/Foxa2/Hoxa4/Dync2h1/Hey2/Gas1/Snai1/Bmpr1b/Mtf2/Cdon/Robo2/Mafb/Tbx6/Axin2/Hoxa2/Hspb11/Gpc3/Hoxa1/Sf3b1/Bhlhe40/Trp53/Smo/Sema3c/Mapk8/Eed/Fezf1/Osr1/Fgf2/Sfrp2/Cyp26b1/Wt1",88
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","27/3451","75/23210",4.91804895386277e-06,9.76493642768573e-05,6.11572579336328e-05,"Atf3/Thbs1/Serpine1/Tnfaip3/Hmox1/Icam1/Bag3/Ddx3x/Tnfrsf10b/Dedd2/Rock2/Skil/Tnfrsf23/Tnf/Lgals3/Rffl/Nol3/Fasl/Faim2/Sort1/Mal/Bmpr1b/Fas/Stk4/Park7/Bcl2l1/Sfrp2",27
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","47/3451","165/23210",4.99072345675454e-06,9.87747350816002e-05,6.18620714578818e-05,"Tnfaip3/Sqstm1/Clec4n/Rela/Tnfsf10/Ddx21/Tnfrsf19/Myd88/Tnip1/Il1f9/Cth/Map3k14/Wnt5a/Ripk1/Zc3h12a/Optn/Abl2/F2rl1/Hspb1/Traf2/Tnf/Tnip3/Tlr4/Angpt1/Tank/Card11/Sirt1/Ankrd17/Il1a/Fasl/Nr1d1/Tnip2/Jmjd8/Tlr6/Cx3cl1/S100a4/Nlrp12/Il1b/Adipoq/Cx3cr1/Prkce/Stat1/Rhoh/Trim25/Prkcb/Fyn/Mid2",47
"GO:0046677","response to antibiotic","75/3451","305/23210",5.02617973717885e-06,9.91586577542473e-05,6.2102520108946e-05,"Tnfaip3/Hmox1/Nr4a3/Rela/Ahr/Nfe2l2/Scn3a/Egr1/Anxa1/Hsph1/Il6/Fdx1/Kdm6b/Mdm2/Ripk1/Sphk1/Zc3h12a/Kpna4/Cftr/Mir18/Glrx/Id1/Adcy8/Oser1/Pawr/Gk/Ppp1r15b/Gnrh1/Crk/Mmp2/Mir20a/Tlr4/Trpc6/Crip1/Sirt1/Nol3/Vkorc1/Aoc1/Alpl/Hif1a/Nqo1/Lrrk2/Clu/Mef2c/Alad/Sod2/Apobec1/Ciita/Unc79/Mir92b/Ccl7/Rhob/Htr1b/Bnip3/Mir181b-1/Larp1/Ankzf1/Park7/Adcy7/Bcl2l1/Igf1/Prkce/Gnai1/Hpgd/Hoxa1/Pde8a/Trp53/Itpr2/Lct/Aacs/Hyal1/Efna5/Mapk8/Fyn/Prdx3",75
"GO:0043523","regulation of neuron apoptotic process","67/3451","264/23210",5.10083989436855e-06,0.000100311103018235,6.28242902175999e-05,"Foxq1/Atf4/Gclc/Mt1/Ddit3/Hmox1/Ccl3/Mcl1/Nr4a3/Jun/Cebpb/Cpeb4/Egr1/Hspd1/Hsph1/Hsp90ab1/Map2k4/Gclm/Optn/Btg2/Pawr/Tnf/Hdac4/Cdk5r1/Itga1/Nqo2/Retreg1/Atm/Angpt1/Nrp1/Dnajc5/Sirt1/Glp1r/Erbb3/Epha7/Fasl/Hif1a/Nqo1/Nr4a2/Faim2/Gdnf/Kdr/Ascl1/Mef2c/Cx3cl1/Sod2/Il1b/Nr3c1/Fas/Casp2/C5ar1/Ccl12/Park7/Esr2/Bcl2l1/Cx3cr1/Prkcg/Trp53/Pmaip1/Trim2/Smo/Mapk8/Fyn/Ntf3/Prdx3/Bag1/Arrb1",67
"GO:0031396","regulation of protein ubiquitination","54/3451","199/23210",5.11719240612522e-06,0.000100313216215312,6.28256137012667e-05,"Trib1/Gclc/Tnfaip3/Siah2/Hsp90aa1/Gtpbp4/Birc3/Bcl10/Hspa5/Senp2/Hsp90ab1/Sphk1/Dnajb2/Cblb/Sept4/Trib2/Trib3/Fbxo4/Rnf111/Tgfbr1/Birc2/Phf23/Cry1/Nmi/Angpt1/Ptpn22/Epm2a/Foxf2/Plaa/Rassf1/Lrrk2/Gbp4/Ubxn2a/Pinx1/Axin1/Ube2s/N4bp1/Hdac8/Dcun1d3/Park7/Tspo/Rpl11/Prkce/Prkcg/Rnf180/Arrdc3/March7/Trip12/Mapk8/Mtbp/Fyn/Smad7/Cdk5rap3/Arrb1",54
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","24/3451","63/23210",5.27493305078145e-06,0.000102753033402446,6.43536577405646e-05,"Cdkn1a/Sesn2/Bcl3/Senp2/Snai2/Mdm2/Eef1e1/Pla2r1/Atm/Sirt1/Cradd/Cd44/Batf/Ing4/Spred1/Tfap4/Snai1/Casp2/Myo6/Trp53/Pmaip1/March7/Ankrd1/Pml",24
"GO:0042093","T-helper cell differentiation","24/3451","63/23210",5.27493305078145e-06,0.000102753033402446,6.43536577405646e-05,"Ptger4/Bcl3/Stat3/Nfkbiz/Gadd45g/Anxa1/Il6/Myb/Shb/Zc3h12a/Relb/Il18r1/Rorc/Tmem98/Nlrp3/Irf1/Batf/Il4ra/Hlx/Socs5/Slamf6/Spn/Smad7/Tgfb1",24
"GO:1903362","regulation of cellular protein catabolic process","62/3451","239/23210",5.32541044371208e-06,0.000103410092735604,6.47651703747043e-05,"Plk3/Trib1/Hspa1a/Gclc/Tnfaip3/Zfand2a/Hsp90aa1/Hsp90ab1/Mdm2/Arih2/Dnajb2/Csnk2a2/Rnf19a/Arih1/Ecscr/Rnf19b/Xbp1/Trib2/Trib3/Nupr1/Fbxl5/Ezr/Hfe/Usp14/Epm2a/Smurf1/Erlec1/Foxf2/Rybp/Pkd1/Atp13a2/Lrrk2/Il33/Usp7/Ldlr/Ube2g2/Clu/Alad/Kcne2/Vcp/Fam122a/Axin1/Socs5/N4bp1/Senp1/Rad23b/Dvl1/Plk2/Ube2j1/Wnt10b/Park7/Uchl5/Rpl11/Ubb/Prkcg/Rnf180/March7/Mapk8/Smad7/Mgat3/Pml/Cdk5rap3",62
"GO:0051480","regulation of cytosolic calcium ion concentration","88/3451","374/23210",5.48888028167559e-06,0.000106250268775382,6.65439569538892e-05,"Adm/Ddit3/Ptger4/Ccr1/Tpcn2/Ccl3/Atp1a2/Gja1/Cckar/Wnt5a/Adrb1/Ptgfr/P2rx7/Gpr65/P2ry2/Adcy8/Abl2/Pawr/Aplnr/F2rl1/Itgav/Adra1a/Cxcr2/Calca/S1pr1/P2ry10/Npy1r/Ackr3/Lpar3/P2rx4/Ero1l/Trpc6/Tmem178/Cemip/Gna13/Nol3/Ccr8/Glp1r/Pkd1/Fpr1/Fasl/Plcb2/Edn1/Bdkrb1/Tmem64/Kdr/Ms4a1/Cxcl10/Camk2d/Cd52/Oga/Ramp3/Cxcr5/Cx3cl1/Smad3/Ackr2/Plce1/Fxyd1/Il1b/Cd19/Cxcl2/Avpr1a/Cmklr1/Cxcl1/Ubash3b/Ackr4/C5ar1/Atp2b4/Ednra/Trpv6/Cx3cr1/Prkce/Got1/Thy1/Itpr2/Ednrb/Myo5a/Plcg1/Cacna1c/Fyn/Jsrp1/Pml/Fgf2/Kcnk3/Eif5a/Gpr33/Tgfb1/Fzd2",88
"GO:0034330","cell junction organization","65/3451","255/23210",5.99676117347877e-06,0.000115718750769473,7.24740149715822e-05,"Epha2/Gja1/Srf/Snai2/Fzd5/Rock2/Mmp14/Cldn1/Sdc4/Vcl/Ptpn23/Ceacam1/Cldn5/F2rl1/Camsap3/Itgav/Wdr1/Dusp22/Ramp2/Tnf/Heg1/Tgfbr1/Lims2/Bmp6/Grhl1/Tek/Crb3/Arf6/Actn4/Numb/Mtss1/Nedd4l/Pip5k1a/Cdh11/Nrp1/Iqsec1/Pof1b/Arvcf/Ugt8a/Bcas3/Itga5/Kdr/Pdcd6ip/Smad3/Capza1/Acvrl1/Ppm1f/Snai1/Cdh2/Dst/Ptpro/Cldn3/Thy1/Marveld2/Efna5/Ctnnd2/Mpp5/Hdac7/Smad7/Grhl2/Cdh13/Dsp/Map4k4/Lama3/Tgfb1",65
"GO:0032692","negative regulation of interleukin-1 production","15/3451","30/23210",6.22491826212946e-06,0.000119747259403892,7.49970476965524e-05,"Tnfaip3/Ptger4/Il1r2/Errfi1/Zc3h12a/Ceacam1/Nlrp3/Cx3cl1/Nlrp12/Cx3cr1/Igf1/Gas6/Acp5/Pml/Serpinb1b",15
"GO:0033028","myeloid cell apoptotic process","17/3451","37/23210",6.51690872746462e-06,0.000124974880099671,7.82710776878229e-05,"Slc7a11/Anxa1/Clec5a/Il6/Adam17/St6gal1/Cxcr2/Hcar2/Arf6/Sirt1/Cd44/Mef2c/Itpkb/Adipoq/Tcp1/Pik3cd/Thra",17
"GO:0006809","nitric oxide biosynthetic process","27/3451","76/23210",6.55413190736884e-06,0.000125030269225395,7.83057675915795e-05,"Ptgs2/Icam1/Hsp90aa1/Tlr2/Mmp8/Il6/Rock2/Zc3h12a/Dynll1/Klf2/Cd34/Tnf/Ptgis/P2rx4/Tlr4/Tlr5/Tlr6/Clu/Sod2/Smad3/Il1b/Atp2b4/Tspo/Cx3cr1/Igf1/Acp5/H2-M3",27
"GO:0015931","nucleobase-containing compound transport","50/3451","181/23210",6.56029266866852e-06,0.000125030269225395,7.83057675915795e-05,"Nup98/Igf2bp2/Gja1/Zfp36/Senp2/BC005561/Ltv1/Srsf3/Nup210/Nmd3/Ripk1/Srsf7/P2rx7/Hnrnpa2b1/Arc/Thoc6/Ythdc1/Pom121/Riok2/Nup54/Rbm15b/Abce1/Sdad1/Eif6/Tst/Slc25a33/Slc35a1/Zfp36l1/Polr2d/Seh1l/Slc29a3/Ranbp2/Sidt1/Slc35d1/Slc28a3/Zfp593/Slc25a42/Xpot/Terf2/Thoc1/Ran/Slc25a17/Alyref/Xpo5/Slc25a23/Xpo1/Iws1/Pabpn1/Eif5a/Mapt",50
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","21/3451","52/23210",6.93041905693298e-06,0.000130932919859743,8.20025651079811e-05,"Rela/Ern1/Mapkapk2/Anxa1/Map2k3/Spry2/Sphk1/Nr4a1/Xbp1/Hspb1/Ramp2/Ccbe1/Nrp1/Dll4/Vegfd/Robo1/Ptp4a3/Kdr/Prkd2/Adgra2/Tcf4",21
"GO:0061077","chaperone-mediated protein folding","21/3451","52/23210",6.93041905693298e-06,0.000130932919859743,8.20025651079811e-05,"Dnajb1/Hspa1a/Chordc1/Hspa5/Hsph1/Hspa9/Dnajb2/H2-DMb2/Hspe1/Ptges3/Fkbp5/Hspb1/H2-DMa/Hspa8/Dnajb4/Ero1l/Dnajc5/Unc45a/Clu/St13/Bag1",21
"GO:0031589","cell-substrate adhesion","81/3451","339/23210",6.93795240530764e-06,0.000130932919859743,8.20025651079811e-05,"Tnfrsf12a/Thbs1/Serpine1/Mmrn2/Frem1/Srf/Tacstd2/Tnxb/Itga8/Itgb6/Ccn1/Mmp14/Sdc4/Foxf1/Itgb5/Smad6/Angpt2/Antxr1/Adamts9/Camsap3/Gcnt2/Itgav/Ecm2/Prkx/St6gal1/Dusp22/Lims2/Crk/Itga1/Fzd7/Tek/Actn4/Egflam/Lgals1/Angpt1/Epha1/Postn/Col3a1/Col1a1/Pip5k1a/Nrp1/Lamb1/Bcar1/Hacd1/Rreb1/Itga10/Bcas3/Tiam1/Itga5/Kdr/Spp1/Dock1/Myo1g/Abi3bp/Smad3/Acvrl1/Ddr2/Ppm1f/Cass4/Itgb7/Fzd4/Fat2/Col8a1/Hpse/Lama5/Lamc2/Itga4/Jam3/Gas6/Ccl25/Fbln1/Emid1/Prkce/Ccdc80/Thy1/Efna5/Jag1/Cdh13/Rac3/Map4k4/Agr2",81
"GO:0015749","monosaccharide transmembrane transport","35/3451","111/23210",6.95481744356203e-06,0.000130932919859743,8.20025651079811e-05,"Myc/Sesn2/Ffar4/Nr4a3/Nfe2l2/Irs2/Slc2a1/C1qtnf2/Slc2a3/Trib3/Appl2/Tnf/Pid1/Erbb3/Ak1/Slc23a1/Edn1/Oga/Sort1/Stxbp4/Rps6kb1/Ptpn11/Rtn2/Il1b/C2cd5/Hk2/Adipoq/Slc2a12/Klf15/Ednra/Igf1/Gpc3/Slc23a2/Slc25a27/Prkcb",35
"GO:0051098","regulation of binding","93/3451","403/23210",7.05363873711373e-06,0.000132389724017256,8.29149535119368e-05,"Myc/Ddit3/H1f0/Plaur/Hmox1/Gtpbp4/Jun/Lif/Mmp8/Btaf1/Tmem173/Senp2/Dot1l/Hey1/Smim6/Lox/Wnt5a/Hsp90ab1/Nmd3/Dnajb2/Hspa4/Cblb/Nek2/Grem2/Id1/Eif2s1/Abl2/Plxnd1/Trib3/Stpg1/Nfib/Traf2/Lgals3/Tgfbr1/Hdac4/Crk/Runx1t1/Snapin/Mapk3/Hfe/Arf6/Wnt3a/Tlr4/Angpt1/Mepce/Lfng/Sirt1/Pygo2/Bmp2/Spag9/Fbh1/Pkd1/Hes1/Lrrk2/Ppp1r2/Tiam1/Brd4/Mef2c/Mfng/Sox11/Zfp593/Pinx1/Gzma/Smad3/Ppp2ca/Tfap4/Mmp9/Hey2/Ccm2l/Traf4/Adipoq/Ran/Dvl1/Ubash3b/Cdon/Hdac8/Plk2/Stk4/Rgma/Park7/Add2/Igf1/Itga4/Rpl11/Ckmt1/Taf10/Fam220a/Dtnbp1/Smo/Mapk8/Parp9/Arrb1/Tgfb1",93
"GO:0031667","response to nutrient levels","87/3451","371/23210",7.11904236590599e-06,0.000133212383665059,8.34301807092141e-05,"Atf3/Cdkn1a/Atf4/Sesn2/Slc25a25/Ddit3/Pim1/Cckar/Jun/Asns/Bcl10/Zfp36/Cpeb4/Srf/Nfe2l2/Pdk4/Hspa5/Slc2a1/Snai2/Hlcs/Adrb1/Zc3h12a/P2rx7/Xbp1/Eif2s1/Pdk2/Appl2/P2rx6/Rbp1/Pik3c2a/Mapk3/Gdf15/Hfe/P2rx4/Bckdhb/Postn/Serpinc1/Pik3r4/Foxk2/Sirt1/Seh1l/Fnip1/Aoc1/Nupr1l/Lrrk2/Bcas3/Szt2/Spp1/Ldlr/Cdkn2b/Pik3c3/Tbc1d5/Alad/Acacb/Rps6kb1/Sod2/Foxa2/Il1b/Dapl1/Nuak2/Fas/Fads1/Ada/Larp1/Gas2l1/Pik3c2b/Cd68/Gas6/Angptl4/P2ry12/Prkcg/Adrb3/Higd1a/Stat1/Trp53/Eif4ebp1/Mir874/Lct/Aacs/Mapk8/Fyn/Rrp8/Inhbb/Pck1/Eif2ak2/Mapt/Rmi1",87
"GO:0048762","mesenchymal cell differentiation","57/3451","216/23210",7.18789471090939e-06,0.000134094410392343,8.39825891807318e-05,"Tmem100/Plaur/Gja1/Gata5/Hey1/Snai2/Il6/Wnt5a/Fuz/Pawr/Hnrnpab/Wnt2/Gcnt2/Tgfbr1/Rtn4/Glipr2/Mapk3/Strap/Fam83d/Col1a1/Nrp1/Fgfr2/Bmp2/Sema3g/Hif1a/Hes1/Edn1/Gdnf/Sema4c/Tiam1/Mef2c/Sema4f/Sox11/Erg/Smad3/Ppp2ca/Foxa2/Il1b/Hey2/Snai1/Lama5/Ret/Ednra/Tgfb1i1/Axin2/Rgcc/Kbtbd8/Ednrb/Smo/Sema3c/Jag1/Smad7/Osr1/Rdh10/Sfrp2/Sema7a/Tgfb1",57
"GO:0071222","cellular response to lipopolysaccharide","70/3451","282/23210",7.2454569881808e-06,0.000134556649551864,8.42720870153078e-05,"Serpine1/Trib1/Gch1/Tnfaip3/Rela/Arid5a/Cebpb/Bcl10/Zfp36/Litaf/Mir27a/Myd88/Cd80/Il1f9/Cxcl16/Il6/Sbno2/Plscr4/Zc3h12a/Xbp1/Ccl2/Upf1/Irak2/Tnf/Tnip3/Bmp6/Mapk3/Tlr4/Cmpk2/Ptpn22/Nlrp3/Cd180/Plaa/Fcgr4/Nr1d1/Nfkbia/Tnip2/Gbp2/Cxcl10/Cdk4/Mef2c/Cx3cl1/Mir24-2/Nfkbib/Gbp10/Il1b/Mir15a/Plscr3/Cxcl2/Cxcl1/Havcr2/Plscr2/Ccl12/Cd84/Ly96/Cd68/Cx3cr1/Cd14/Prkce/Ly86/Stat1/Mir224/Mir26a-1/Mapk8/Ankrd1/Pabpn1/Mir150/Mir511/Mir29a/Tgfb1",70
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","24/3451","64/23210",7.25625332806005e-06,0.000134556649551864,8.42720870153078e-05,"Ptger4/Bcl3/Stat3/Nfkbiz/Gadd45g/Anxa1/Il6/Myb/Shb/Zc3h12a/Relb/Il18r1/Rorc/Tmem98/Nlrp3/Irf1/Batf/Il4ra/Hlx/Socs5/Slamf6/Spn/Smad7/Tgfb1",24
"GO:0010660","regulation of muscle cell apoptotic process","32/3451","98/23210",7.52318270858409e-06,0.000138757794931463,8.69032411810264e-05,"Atf4/Ppp1r10/Hmox1/Bag3/Nfe2l2/Hmgcr/Map2k4/Zc3h12a/Cftr/Lifr/Sirt5/Cxcr2/Nupr1/Fbxo32/Hspa8/Sirt1/Nol3/Edn1/Camk2d/Sod2/Gapdh/Hey2/Bnip3/Stk4/Fndc1/Casp12/Igf1/Trp53/Mapk8/Sfrp2/Eif5a/Arrb1",32
"GO:0051924","regulation of calcium ion transport","68/3451","272/23210",7.52775081814416e-06,0.000138757794931463,8.69032411810264e-05,"Ptgs2/Serpine1/Gem/Ccr1/Atp1a2/Icam1/Gja1/Cckar/Homer1/Ahr/Mylk/Smim6/Adrb1/Cracr2a/P2rx7/Pawr/Aplnr/Cxcl12/Lgals3/Tspan13/Lpar3/P2rx4/Ptpn22/Trpc6/Cemip/Nol3/Cracr2b/Glp1r/Usp2/Hes1/Bdkrb1/Cxcl10/Camk2d/Rem1/Oga/Ramp3/Kcne2/Nipsnap2/Cx3cl1/Rgs9/Ppp2ca/Atp1b1/Cd19/Ubash3b/Rgs4/Stc2/Ccl12/Cd84/Tspo/Ednra/Igf1/Stc1/P2ry12/Prkce/Kcne3/Lilra5/Cacna1d/Thy1/Atp2c2/Myo5a/Plcg1/Cacna1c/Fyn/Cbarp/Jsrp1/Homer2/Pml/Tgfb1",68
"GO:0014896","muscle hypertrophy","34/3451","107/23210",7.752917168155e-06,0.000142482927123087,8.9236270914165e-05,"Nr4a3/Gata5/Errfi1/Adrb1/Rock2/Map2k4/Adra1a/Fbxo32/P2rx4/Ctdp1/Lmna/Sirt1/Edn1/Pde5a/Tiam1/Pdlim5/Camk2d/Ar/Mef2c/Igfbp5/Col14a1/Smad3/Kdm4a/Hey2/Nr3c1/Rgs4/Rgs2/Klf15/Atp2b4/Igf1/Myh7/Atp2a2/Lmcd1/Pde9a",34
"GO:0051402","neuron apoptotic process","72/3451","293/23210",7.88409783462434e-06,0.000144463810471232,9.0476887222895e-05,"Foxq1/Atf4/Gclc/Mt1/Ddit3/Hmox1/Ccl3/Mcl1/Nr4a3/Jun/Cebpb/Cpeb4/Egr1/Hspd1/Hsph1/Hsp90ab1/Map2k4/Gclm/Optn/Btg2/Pawr/Tnf/Hdac4/Cdk5r1/Itga1/Nqo2/Retreg1/Atm/Angpt1/Nrp1/Dnajc5/Sirt1/Glp1r/Erbb3/Epha7/Fasl/Usp53/Hif1a/Nqo1/Nr4a2/Faim2/Gdnf/Kdr/Ascl1/Mef2c/Cx3cl1/Sod2/Gapdh/Il1b/Pigt/Nr3c1/Fas/Bnip3/Casp2/C5ar1/Ccl12/Park7/Esr2/Bcl2l1/Cx3cr1/Prkcg/Trp53/Pmaip1/Trim2/Polb/Smo/Mapk8/Fyn/Ntf3/Prdx3/Bag1/Arrb1",72
"GO:0050870","positive regulation of T cell activation","51/3451","187/23210",7.9124707232645e-06,0.000144554753598101,9.05338444013509e-05,"Hsp90aa1/Nfkbiz/Bcl10/Cd80/Hspd1/Anxa1/Hsph1/Icos/Il6/Myb/Shb/Xbp1/Ceacam1/Ccl2/Tnfsf9/Cd46/H2-DMa/Lgals1/Card11/Ptpn22/Nlrp3/Irf1/Tnfsf13b/Hes1/Il4ra/Dpp4/Hlx/Tnfrsf14/H2-Ab1/Socs5/Il1b/Il1rl2/Itpkb/Cbfb/Socs1/Cd276/Ada/Havcr2/Spn/H2-Aa/Tespa1/Igf1/H2-M3/Thy1/Cd5/Rasgrp1/Vsir/Vnn1/Il7r/Il2rg/Tgfb1",51
"GO:1902107","positive regulation of leukocyte differentiation","47/3451","168/23210",8.47925199341134e-06,0.000154452451502404,9.67327179748277e-05,"Trib1/Flt3l/Ccr1/Ccl3/Hsp90aa1/Nfkbiz/Jun/Lif/Anxa1/Il6/Myb/Shb/Ripk1/Mmp14/Xbp1/Tnfsf9/Cd46/Tnf/Fos/Zfp36l1/H2-DMa/Nlrp3/Irf1/Tmem64/Il4ra/Hlx/Socs5/Il1b/Il1rl2/Itpkb/Cbfb/Socs1/Il15ra/Ada/Cd101/H2-Aa/Tespa1/Gas6/Zbtb46/Hax1/H2-M3/Rasgrp1/Vsir/Vnn1/Il7r/Il2rg/Tgfb1",47
"GO:0009408","response to heat","33/3451","103/23210",8.61672255722219e-06,0.000156494887620138,9.80118844434499e-05,"Ier5/Hspa1a/Gclc/Hmox1/Hsp90aa1/Cckar/Bag3/Chordc1/Hspa5/Hspa9/Hspa4/Eif2s1/Ccl2/Cd34/Calca/Mill2/Tcim/Hspb2/Hspa8/Polr2d/Dnaja4/Il1a/Dnaja2/Vcp/Il1r1/Ano1/Htra2/Tgfb1i1/Igf1/Osm/Mapk8/Zfp976/Mapt",33
"GO:0001774","microglial cell activation","19/3451","45/23210",8.72598461602916e-06,0.000157552500011638,9.86742612474334e-05,"Jun/Tlr2/Mmp8/Sphk1/Tnf/Atm/Tlr4/Nr1d1/Lrrk2/Il33/Ldlr/Tlr6/Cst7/Clu/Cx3cl1/C5ar1/Cx3cr1/Tlr1/Nampt",19
"GO:0002269","leukocyte activation involved in inflammatory response","19/3451","45/23210",8.72598461602916e-06,0.000157552500011638,9.86742612474334e-05,"Jun/Tlr2/Mmp8/Sphk1/Tnf/Atm/Tlr4/Nr1d1/Lrrk2/Il33/Ldlr/Tlr6/Cst7/Clu/Cx3cl1/C5ar1/Cx3cr1/Tlr1/Nampt",19
"GO:0072331","signal transduction by p53 class mediator","40/3451","135/23210",8.77576767763488e-06,0.000157989403525934,9.89478915072289e-05,"Cdkn1a/Sesn2/Bcl3/Hexim1/Senp2/Aen/Snai2/Mdm2/Eef1e1/Pla2r1/Steap3/Pdk2/Nupr1/Rffl/Hipk4/Atm/Sirt1/Cradd/Nop2/Cd44/Batf/Ing4/Spred1/Rrn3/Tfap4/Snai1/Casp2/Myo6/Shisa5/Rpl11/Ubb/Trp53/Pmaip1/March7/Ankrd1/Rrp8/Prmt6/Pml/Cdk5rap3/Ddit4",40
"GO:0009895","negative regulation of catabolic process","72/3451","294/23210",8.94358174354195e-06,0.000160542492053406,0.000100546876761852,"Tnfaip3/Noct/Hmox1/Mcl1/Stat3/Usp36/Rela/Zfp36/Cyp51/Myd88/Mapkapk2/Lepr/Egfr/Hsp90ab1/Hmgcr/Timp1/Ier3/Azin1/Nrg1/Csnk2a2/Tob1/Adra1a/Tnf/Nupr1/Hdac4/Phf23/Hcar2/Parn/Hfe/Usp14/Ptpn22/Smcr8/Foxk2/Erlec1/Rybp/Npc1/Lzts1/Eif4g2/Lrrk2/Gdnf/Syncrip/Usp7/Ube2g2/Alad/Acacb/Smad3/Kdm4a/Apobec1/Il1b/N4bp1/Dapl1/Senp1/Htra2/Ube2j1/Larp1/Park7/Atp2b4/Tspo/Uchl5/Axin2/Rpl11/Cirbp/Prkcg/Trp53/Nampt/March7/Fyn/Mgat3/Pml/Cdk5rap3/Ddit4/Adra2a",72
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","12/3451","21/23210",9.02742138939823e-06,0.00016121811172748,0.000100970013635075,"Ptgs2/Hmox1/Anxa1/Fgfbp1/Pik3c2a/Srpx2/Nrp1/Rhoj/Kdr/Plk2/Hdac7/Fgf2",12
"GO:0042770","signal transduction in response to DNA damage","30/3451","90/23210",9.03343589598509e-06,0.00016121811172748,0.000100970013635075,"Gadd45a/Cdkn1a/Sesn2/Bcl3/Senp2/Snai2/Mdm2/Eef1e1/Pla2r1/Atm/Prkdc/Sirt1/Cradd/Abraxas1/Cd44/Batf/Ing4/Spred1/Chek1/Tfap4/Cdc5l/Snai1/Casp2/Myo6/Trp53/Pmaip1/March7/Ankrd1/Nbn/Pml",30
